CASE_NUMBER,GENDER,MIN_AGE,MAX_AGE,ETHNICITY,HEIGHT_CM,BUILD,DATE_FOUND,ESTIMATED_DEATH,BODY_OR_REMAINS,HAIR,FACIAL_HAIR,EYE_COLOUR,DISTINGUISHING_FEATURES,CLOTHING,POSSESSIONS,CIRCUMSTANCES,JEWELLERY,KNOWN_NOT_TO_BE
06-026203,male,18,30,unknown,173,large,1970-09-21,,body,,,brown,"{'FEATURE_1': {'CATEGORY': 'SCAR', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'RIGHT LEG', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'GREY/BLUE'}, 'CLOTHING_4': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'GREY/BLUE'}, 'CLOTHING_5': {'CATEGORY': 'TIE', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'PAISLEY', 'DESCRIPTION': None}}",,found in the river thames near kingston bridge.,ring - 1 - yellow metal on 3rd finger of right hand,
06-024631,male,18,30,asian,165,thin,1970-09-10,,body,black - short,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'SUIT', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DARK TWO'}, 'CLOTHING_2': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'SUIT', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DARK TWO'}, 'CLOTHING_3': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'BLUE', 'PATTERN': 'CHECKED', 'DESCRIPTION': None}, 'CLOTHING_4': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'ORANGE AND WHITE PULLOVER'}, 'CLOTHING_5': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'T', 'COLOUR': 'SHIRT', 'PATTERN': 'BLUE', 'DESCRIPTION': 'UNKNOWN'}, 'CLOTHING_6': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_7': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SLIP', 'COLOUR': 'ON', 'PATTERN': 'BLACK', 'DESCRIPTION': 'UNKNOWN'}}",['glasses'],found in a derelict house in sandwell after committing suicide by hanging.,,
06-026280,male,18,30,white european,170,medium,1970-08-09,,body,dark brown - receding,,grey,,"{'CLOTHING_1': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DESCRIBED AS NAVY BLUE'}, 'CLOTHING_3': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'MULTI', 'PATTERN': 'CHECKED', 'DESCRIPTION': 'DESCRIBED AS GREY BACKGROUND'}}",,male jumped from scaffolding in rupert road.,ring - 1 - metal on third finger of left hand,
06-024630,male,18,30,white european,168,medium,1970-08-03,,body,ginger - greying,stubble,blue,,"{'CLOTHING_1': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'JEANS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'RULE POCKET ON LEG SIZE 35"" SANFORIZED FOREIGN MAKE'}, 'CLOTHING_2': {'CATEGORY': 'BELT', 'SUBCATEGORY': 'BROWN', 'COLOUR': 'UNKNOWN', 'PATTERN': 'DARK REAL LEATHER BELT', 'DESCRIPTION': 'UNUSUAL BRASS BUCKLE REPAIR BY SKILLED TRADESMAN'}, 'CLOTHING_3': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHORT SLEEVED', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""DARK 'AIRTEX CASUAL LINE' WITH GOLD CORONET ON TOP,2XBUTTONS TO NECK""}, 'CLOTHING_4': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'NAVY WOOLLEN WITH GOLD BAND AT TOP'}, 'CLOTHING_5': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LEATHER OPEN CROSSOVER SANDALS WITH 2 X BRASS BUCKLES'}, 'CLOTHING_6': {'CATEGORY': 'TIE', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'SILVER', 'PATTERN': 'STRIPED', 'DESCRIPTION': 'SILVER BLUE'}}",['yale type key'],found on the railway line at slough having been struck by a train.,,
06-024629,male,18,30,white european,170,medium,1970-07-30,,remains,,,unknown,"{'FEATURE_1': {'CATEGORY': 'LACKING', 'SUBCATEGORY': 'FALSE TEETH', 'LOCATION': 'TEETH', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'OVERCOAT', 'SUBCATEGORY': 'RAINCOAT', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'FULL LENGTH PLASTIC (COLOUR NOT STATED)'}, 'CLOTHING_2': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'GREEN AND BLACK TWEED'}, 'CLOTHING_3': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DARK LONG SLEEVED PULLOVER'}, 'CLOTHING_4': {'CATEGORY': 'TIE', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BROWN', 'PATTERN': 'STRIPED', 'DESCRIPTION': 'GREEN STRIPE'}, 'CLOTHING_5': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'UNKNOWN', 'PATTERN': 'STRIPED', 'DESCRIPTION': 'NO FURTHER DETAILS'}, 'CLOTHING_6': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'WATERPROOF'}, 'CLOTHING_7': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'WORN UNDERNEATH THE GREEN WATERPROOF TROUSERS'}, 'CLOTHING_8': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_9': {'CATEGORY': 'HEADWEAR', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'FORE'}}","['leather wallet containing 3 keys on ring', 'pocket knife', ""spectacle case containing bi-focals 'made in germany'"", 'walther automatic pistol no. 875412 wrapped in green plastic', ""'ronson' cigarette lighter"", 'senior service cigarette packet', 'haversack', ""empty 'pepsi cola' bottle""]",skeletal remains of a male found at kiveachy moor. believed to have been dead approximately 1 to 2 years.,watch - 1 - 'tissot' wristlet watch no. 739969 inscribed on rear with leather strap on left wrist,
14-000720,male,18,30,white european,172,stocky,1970-07-28,,body,fair - short,,blue,,"{'CLOTHING_1': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'CANVAS'}, 'CLOTHING_2': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'CREW NECK', 'COLOUR': 'BEIGE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'PURPLE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}","['a return train ticket from farnborough', 'hampshire to london', 'issued on 17th july 1970. from this it is assumed he left farnborough on that say with full expectation of returning. a small amount of cash.']","a body of a man was found in a children's playground, secker street, london, se1 on 28th july 1970. death was due to multiple injuries consistent with having fallen from a nearby roof. a postmortem examination also revealed presence of alcohol in the blood.",,
06-026456,male,18,30,unknown,175,large,1970-06-09,,body,grey - short,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DESCRIBED AS MARKS AND SPENCER DESIGN'}, 'CLOTHING_3': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_4': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'BOOTS', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DESCRIBED AS LACE'}}","['black plastic tobacco pouch', 'grey glasses case with ""reading"" on inside of lid', 'spectacles ""full pale coloured frames with bi-focal lenses"" in jacket']","found dead in hogsmill river, tolworth/surbiton",,
06-024628,male,18,30,white european,165,medium,1970-06-02,,body,dark brown - greying - short,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'GREY / GREEN'}, 'CLOTHING_2': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'GREY / GREEN'}, 'CLOTHING_3': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_4': {'CATEGORY': 'TIE', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'RED', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""DARK RED 'MARKS AND SPENCER'""}, 'CLOTHING_5': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_6': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}","[""yale willen 606 key stamped 'brown bros'""]",body of a male recovered from the foreshore of the river thames at tilbury docks. he may have suffered from bronchitis.,,
06-024618,male,18,30,white european,165,medium,1970-05-10,,body,,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'OVERCOAT', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""BLUE / GREEN WOOL 'MANAPPAREL' MAKE COAT""}, 'CLOTHING_2': {'CATEGORY': 'OVERCOAT', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""BLUE / GREEN WOOL 'MANAPPAREL' MAKE COAT""}, 'CLOTHING_3': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'SUIT', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""DARK BLUE 'ALEXANDER' MAKE""}, 'CLOTHING_4': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'SUIT', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""DARK BLUE 'ALEXANDER' MAKE""}, 'CLOTHING_5': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_6': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_7': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_8': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'BOOTS', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""SUEDE FELL 'VACON' MAKE (SPANISH) SIZE 9 OR 10""}, 'CLOTHING_9': {'CATEGORY': 'HEADWEAR', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""PEAKED CAP 'FALCON HEADWEAR' MAKE WITH ZIP FASTENER ON SIDE""}}",,found hanging from a tree in private woodland on the outskirts of bangor.,,
06-026498,male,18,30,unknown,183,large,1970-05-05,,body,brown - curly,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'JEANS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'WITH ""W.C.C.5"" SIZE 42/32 IN INSIDE POCKET'}, 'CLOTHING_3': {'CATEGORY': 'TIE', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DESCRIBED AS BLACK/RED'}, 'CLOTHING_4': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'BLUE', 'PATTERN': 'CHECKED', 'DESCRIPTION': 'DESCRIBED AS BLUE/WHITE'}, 'CLOTHING_5': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'BLUE', 'PATTERN': 'CHECKED', 'DESCRIPTION': 'DESCRIBED AS BLUE/WHITE'}, 'CLOTHING_6': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'YELLOW', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DESCRIBED AS YELLOW/FAWN'}, 'CLOTHING_7': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'UNDERPANTS', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DESCRIBED AS COTTON WITH ""HE FIVE"" IN MARKER INK'}, 'CLOTHING_8': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'BLACK', 'PATTERN': 'STRIPED', 'DESCRIPTION': 'DESCRIBED AS LACE'}}",,"found floating off christchurch drawdock, river thames.",,
06-024627,male,18,30,white european,162,medium,1970-05-02,,body,dark brown,unknown,unknown,"{'FEATURE_1': {'CATEGORY': 'PECULIARITY', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'CHEST', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'GLOVES', 'SUBCATEGORY': 'RUBBER', 'COLOUR': 'ORANGE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'SWEATER', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'SWEATER', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_4': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'SWEATER', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_5': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'T', 'COLOUR': 'SHIRT', 'PATTERN': 'BLACK', 'DESCRIPTION': 'UNKNOWN'}, 'CLOTHING_6': {'CATEGORY': 'SCARF', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_7': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""PALE WITH LABEL 'INDUSTRIAL NOUVELLAS' + 'ESCALIDAD' ON REAR OF LABEL""}, 'CLOTHING_8': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""FLANNEL WITH SIZE LABEL IN WAISTBAND GIVING SIZE 'GROSSE 44'""}, 'CLOTHING_9': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'SHORTS', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'RUBBER SHORTS AND APRON FRONT COMBINED(ALSO DETAILED AS UNKNOWN ABOVE)'}}",,found by a russian trawler in the sea and brought ashore at plymouth. a stretch bandage was found across his ribs indicating he had suffered some recent chest injury.,,
06-026519,male,18,30,unknown,185,large,1970-04-12,,body,,,unknown,"{'FEATURE_1': {'CATEGORY': 'MARK', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'RIGHT ARM', 'DESCRIPTION': None}, 'FEATURE_2': {'CATEGORY': 'PECULIARITY', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'RIGHT HAND', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': '""MERLIN""'}, 'CLOTHING_2': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'JEANS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_4': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'ELASTIC SIDED'}, 'CLOTHING_5': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': '2 PAIRS OF SOCKS'}}",,decomposed body found in the river thames near clarence wharf.,"watch - 1 - ""services"" watch on yellow metal expanding bracelet.",
06-024626,male,18,30,unknown,168,medium,1970-03-18,,body,,,unknown,,,,"body of a male found in a burnt out caravan, which had been used as a tool shed, on farmland near colchester. believed he may have been a rough sleeper.",,
06-024633,male,18,30,white european,170,thin,1970-01-19,,body,,stubble,blue,,"{'CLOTHING_1': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}",,"found in derelict buildings at rochdale road, manchester. believed may have been a vagrant.",,
06-024623,male,18,30,white european,178,medium,1969-11-05,,body,,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'SAILING SMOCK TYPE'}, 'CLOTHING_2': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'VEST', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'MULTI', 'PATTERN': 'CHECKED', 'DESCRIPTION': ""GREY, BLUE AND BLACK CHECK COTTON LABEL L'HERMAINE MARQUE DE POSTE""}, 'CLOTHING_4': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'JEANS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""MARKED 'LE GLAZIK QUIMPER'""}, 'CLOTHING_5': {'CATEGORY': 'BELT', 'SUBCATEGORY': 'BELT', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LEATHER BELT'}, 'CLOTHING_6': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SANDALS', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LEATHER OPEN TOE SANDALS'}}",['penknife'],decomposed body recovered from the sea near cadgwith. believed to have been in the water approximately 3 to 4 months.,"watch - 1 - 'vilmor' make not automatic with date, 2xpiece black plastic strap with buckle fastening. stopped at 30th",
19-006963,male,18,30,white european,180,large,1969-08-28,,body,brown - bald,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'BOOTS', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'WORK BOOT, SIZE 8, UK MAKE, ON LEFT FOOT.'}, 'CLOTHING_2': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'ONE BLACK SOCK ON LEFT FOOT'}}",,the body of a male was recovered washed up on the foreshore of sandy wyke. believed to have been in the water for several days. possible injury to temple.,,
06-024616,male,18,30,white european,186,medium,1969-06-14,,body,unknown,unknown,unknown,,"{'CLOTHING_1': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DARK COLOURED WITH BELT LOOPS'}, 'CLOTHING_2': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'RUBBER SOLES AND HEELS (NEARLY NEW CONDITION) SIZE 9'}}",,decomposed body recovered from the beach at ingoldmells. believed to have been in the water for approximately 1 year. may have suffered from a slight chest complaint.,,
07-027156,female,18,30,unknown,163,thin,1968-12-30,,body,,stubble,brown,"{'FEATURE_1': {'CATEGORY': 'LACKING', 'SUBCATEGORY': 'FALSE TEETH', 'LOCATION': 'LEFT TEETH', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'OVERCOAT', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'BLACK AND WHITE COAT'}, 'CLOTHING_2': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_4': {'CATEGORY': 'DRESS', 'SUBCATEGORY': 'SKIRT', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_5': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'BOOTS', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}",,found at the rear of a shop in york road.,"watch - 1 - ""ingersole"" wrist watch.

ring - 2 - plain yellow metal and cameo yellow metal 3rd finger, left hand.",
06-025120,male,18,30,unknown,165,thin,1968-11-29,,body,,,brown,,"{'CLOTHING_1': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BROWN', 'PATTERN': 'STRIPED', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_4': {'CATEGORY': 'OVERCOAT', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_5': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_6': {'CATEGORY': 'TIE', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_7': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'SUIT', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}",,male found on railway line in ealing. believed he may have jumped from hangar lane bridge.,,
